@relation 'resume_p2final-weka.filters.unsupervised.attribute.NumericToNominal-R1,3,5,6,7,9,10-weka.filters.unsupervised.attribute.Remove-R1,3,5,6,7,9,10-weka.filters.unsupervised.attribute.NumericToNominal-R4-weka.filters.unsupervised.attribute.Remove-R4'

@attribute salary_last numeric
@attribute workmonth numeric
@attribute salary_exp numeric

@data
2001,63,4001
4001,90,6001
4001,160,8001
4001,21,6000
2001,55,2500
2001,10,3000
2001,9,3000
6001,15,10001
2001,12,4001
4001,17,4500
4001,55,6001
6001,80,10001
6001,100,8001
4001,24,8001
2001,39,4001
4001,16,6000
2001,1,8000
4001,109,4500
6001,24,8001
4001,12,10000
4001,35,6001
6001,43,8000
4001,12,6001
4001,43,6001
2001,12,4001
4001,112,6001
6001,56,8000
4001,10,6001
4001,39,6001
6001,66,10001
8001,12,9000
4001,27,6001
2001,15,4001
2001,17,4001
2001,49,3000
8001,276,15000
10001,60,15000
4001,158,6001
4001,159,8001
8001,106,10001
6001,12,8001
4001,102,6001
2001,34,4001
2001,36,4001
4001,31,6001
6001,33,10001
6001,46,8001
6001,81,10001
8001,131,10001
6001,13,8001
6001,58,10001
2001,7,4001
6001,88,10001
2001,45,8001
6001,43,10001
4001,128,6001
8001,70,10001
2001,23,3000
4001,12,6000
8001,25,10001
8001,123,10001
4001,56,6001
2001,45,4001
2001,19,4001
6001,48,8001
2001,15,4001
8001,38,10001
4001,35,8001
2001,22,4001
8001,102,10001
6001,110,8001
2001,51,4001
6001,150,10001
6001,65,8001
6001,29,10001
4001,33,4500
4001,23,6001
2001,17,3000
4001,26,4500
4001,87,5000
4001,24,4500
4001,8,4500
6001,99,8001
6001,20,8001
2001,5,3000
4001,92,6000
8001,50,10001
4001,23,6001
2001,25,6001
2001,9,4500
2001,11,4001
4001,36,4500
4001,61,6000
4001,9,4500
6001,29,8000
2001,16,3000
6001,145,8000
2001,35,3000
2001,1,3000
2001,16,4001
2001,17,4001
2001,9,4001
6001,67,10001
2001,15,4001
4001,13,4500
8001,5,10001
8001,50,10001
2001,16,3000
2001,13,6001
10001,198,15000
2001,23,4001
2001,24,4001
2001,8,4500
4001,31,4500
6001,79,10001
2001,5,4001
6001,142,8001
2001,15,6001
2001,58,6001
6001,94,8001
2001,61,4001
4001,27,6001
8001,84,10001
4001,37,6001
2001,12,4001
2001,8,6001
8001,30,10001
2001,21,4001
2001,73,4001
2001,69,4001
4001,51,6001
4001,14,4500
2001,10,4001
2001,25,6001
8001,78,15000
4001,121,6001
4001,44,8000
10001,24,15000
2001,18,4001
4001,44,6001
2001,21,4001
8001,135,10001
4001,40,8001
4001,16,6001
6001,49,8001
10001,93,15000
6001,184,8000
6001,49,8001
4001,81,6001
4001,77,6000
4001,21,8001
2001,34,4001
4001,11,6001
4001,11,8001
4001,1,4500
2001,111,4001
2001,5,4001
4001,85,6001
4001,99,6001
4001,127,6001
4001,11,6001
2001,77,10000
4001,10,6000
4001,22,10000
8001,47,15000
6001,51,8001
2001,12,4001
10001,100,15000
6001,67,10001
4001,61,6001
4001,47,6001
4001,23,8001
2001,15,4001
2001,14,4500
2001,47,3000
4001,44,6000
4001,91,6001
6001,97,8001
6001,15,8001
8001,75,10000
4001,12,6001
2001,11,3000
2001,31,4001
4001,45,4500
2001,10,4001
4001,21,4500
4001,107,6001
8001,154,10001
4001,28,6001
4001,75,4500
10001,120,15000
4001,12,6000
10001,49,15000
4001,34,6001
2001,17,6001
6001,12,8001
4001,19,6000
2001,15,6001
4001,54,8001
6001,27,10001
4001,134,6001
6001,14,8000
4001,9,6001
2001,13,4500
2001,64,4001
4001,15,6001
4999,113,5000
2001,21,4001
2001,53,4001
2001,7,4001
4001,65,4500
6001,164,8001
6001,110,8001
4001,26,6001
4001,33,6001
2001,32,4001
8001,102,10001
6001,65,8001
6001,145,8001
2001,7,4001
4001,65,6001
4001,174,5500
8001,141,10001
6001,29,8001
4001,111,6001
4001,69,10001
4001,29,6001
2001,28,4001
4001,14,6001
8001,64,10001
4001,42,6001
6001,39,10001
8001,45,10001
6001,59,10001
10001,74,15000
6001,48,8001
2001,10,4001
6001,107,10001
4001,86,6001
2001,20,4001
4001,87,6001
8001,115,10001
8001,115,10001
8001,226,10001
8001,86,10001
6001,86,8001
8001,118,15000
4001,59,8001
6001,124,8001
4001,158,6001
10001,97,15000
10001,122,15000
4001,138,6001
6001,98,8001
4001,180,8001
2001,4,4001
2001,47,4001
2001,14,4001
2001,83,4001
2001,11,10001
6001,55,8001
4001,43,6001
4001,62,6001
6001,24,8001
6001,154,8001
10001,123,15000
4001,73,6001
2001,36,4001
4001,39,10000
6001,113,10001
8001,113,10001
4001,74,6001
4001,51,6001
10001,96,15000
4001,62,6001
6001,59,8001
2001,1,8001
4001,40,6001
6001,49,10000
10001,68,15000
10001,111,15000
4001,152,6001
8001,103,10001
10001,132,15000
6001,81,8001
2001,116,4001
8001,97,10001
4001,48,6001
6001,67,8001
2001,57,4001
6001,78,8001
4001,59,6001
2001,87,4001
10001,94,15000
4001,17,8001
4001,109,8001
8001,67,10001
8001,36,10001
8001,58,10001
4001,24,6001
2001,54,4001
2001,26,4001
4001,43,8001
4001,59,8001
10001,75,15000
10001,100,15000
8001,84,10001
2001,58,4001
2001,11,4001
4001,30,6001
8001,61,10001
10001,119,15000
4001,12,6001
6001,63,10001
2001,54,4001
2001,100,6001
2001,79,3000
4001,95,6001
2001,38,6001
2001,13,4001
4001,34,8001
2001,11,4001
2001,15,4001
4001,134,6001
4001,52,6000
4001,31,6000
4001,17,4500
6001,57,8001
4001,64,6001
8001,114,10000
4001,59,6001
4001,37,6001
4001,63,6001
6001,134,8000
15000,78,17000
4001,12,6001
4001,38,6001
4001,103,6001
2001,37,4001
4001,25,6001
6001,51,8001
2001,75,4001
2001,9,4001
4001,77,6001
6001,168,8001
6001,24,8000
2001,1,3000
6001,32,8000
6001,44,8001
4001,30,6000
4001,66,6001
2001,25,3000
2001,21,4001
4001,26,6001
2001,55,4001
6001,49,8001
8001,18,10001
2001,7,4001
2001,6,4001
2001,4,4001
4001,26,6001
4001,37,6001
8001,105,10001
8001,25,10001
6001,39,10001
10001,67,15000
8001,53,10001
6001,6,8000
8001,56,10001
2001,56,4001
8001,43,10001
6001,53,8001
2001,43,4001
4001,94,6000
2001,259,4001
2001,27,6000
4001,5,6001
6001,31,8000
2001,76,4500
6001,13,8001
10001,61,15000
4001,49,6001
2001,3,6001
4001,119,4500
4001,93,6001
8001,179,10001
2001,3,4001
6001,84,8001
6001,26,10001
4001,62,8001
4001,13,4500
4001,37,6000
4001,39,6001
2001,5,4001
2001,5,4001
4001,88,6001
10001,122,15000
6001,32,8001
8001,30,10001
2001,40,4500
6001,37,8001
8001,46,10001
4001,21,4500
2001,37,3000
2001,27,4001
10001,72,15000
2001,18,4001
4001,18,6001
2001,35,4001
6001,11,8000
2001,85,3000
6001,53,8000
8001,49,10001
4001,138,6001
10001,211,15000
2001,14,3000
2001,3,4001
2001,24,4001
4001,22,6000
4001,36,4500
8001,54,10001
8001,77,10001
2001,25,4001
4001,73,8001
6001,40,8001
8001,255,15000
6001,31,8001
2001,6,6001
4001,99,10001
6001,77,8001
6001,135,8001
6001,58,8001
4001,24,15000
6001,36,8001
6001,42,8001
4001,30,6001
4001,111,4500
2001,4,4001
10001,100,15000
8001,99,10001
8001,44,10001
2001,27,3000
2001,49,3000
2001,61,4001
10001,50,15000
4001,42,6001
6001,62,10001
6001,22,8001
6001,37,8000
2001,35,4001
6001,35,8001
4001,56,6001
6001,176,10000
4001,22,6001
4001,79,8001
2001,6,8001
2001,5,4500
2001,19,4001
6001,87,8001
10001,51,15000
2001,10,4001
4001,12,6000
6001,22,8001
10001,68,15000
2001,40,6001
2001,10,4500
4001,34,6001
6001,128,8001
4001,71,6001
2001,11,4001
4001,86,6001
4001,94,4500
2001,88,3000
2001,17,4001
10001,219,15000
8001,42,10001
4001,18,4500
4001,27,4500
2001,15,4500
6001,15,10001
2001,10,4001
4001,26,6000
6001,17,10001
2001,11,3000
2001,14,4001
6001,38,8001
4001,56,6001
4001,19,8000
6001,38,8001
4001,109,6001
8001,179,10001
6001,42,8001
4001,44,4500
8001,84,10001
4001,44,6001
8001,69,10001
10001,91,15000
2001,102,4001
10001,72,15000
4001,20,10001
6001,51,15000
2001,87,3000
4001,155,6001
8001,47,10001
10001,117,15000
10001,115,15000
2001,1,4001
4001,4,4500
4001,225,6001
2001,23,4001
8001,20,10001
4001,15,6001
6001,29,8000
6001,61,8001
4001,12,6000
10001,65,15000
2001,83,10001
2001,30,4001
4001,37,6001
2001,39,4001
2001,56,4001
2001,6,6001
2001,42,3000
6001,126,10001
4001,7,6001
2001,14,4001
2001,57,3000
4001,40,6001
4001,25,4500
2001,83,6001
4001,27,6001
2001,76,4001
4001,13,6001
4001,108,8001
8001,17,10001
4001,284,8001
2001,35,4001
4001,31,6001
4001,208,6001
4001,41,4500
4001,8,4500
6001,51,8000
6001,23,8001
4001,54,6001
2001,33,4001
4001,104,5000
2001,59,4001
2001,4,4001
8001,87,10001
6001,35,8001
4001,67,6001
4001,38,6001
10001,109,15000
6001,27,8000
4001,30,6001
4001,82,10001
2001,90,6001
4001,73,8001
4001,55,6001
2001,69,4001
10001,44,15000
6001,22,8001
2001,13,4001
4001,14,6001
8001,99,10000
4001,99,6001
2001,96,3000
4001,137,6001
8001,94,10001
2001,158,4001
4001,50,6001
4001,5,4500
4001,13,6001
2001,26,3000
2001,19,4500
6001,40,8000
4001,38,6000
10001,79,15000
2001,38,4500
2001,75,6001
4001,50,8001
4001,15,4500
4001,44,4500
8001,74,10001
4001,5,6001
4001,79,10001
4001,60,6001
4001,243,8001
4001,19,8000
6001,47,10001
6001,50,10001
8001,39,10001
10001,70,15000
2001,36,3000
6001,86,8001
10001,62,13000
2001,7,4001
4001,12,6000
8001,164,10000
2001,8,4001
8001,110,15000
8001,48,10001
8001,35,10001
2001,65,6001
4001,34,8001
2001,23,6000
6001,51,8001
2001,95,4001
2001,8,6001
4001,13,8001
6001,179,8001
4001,16,4500
4001,36,6001
2001,7,4001
4001,104,6001
8001,48,10000
6001,15,8000
2001,29,4001
2001,217,4500
4001,54,6000
8001,134,10001
4001,32,6001
6001,51,10000
6001,25,10001
8001,100,10001
6001,62,10001
8001,115,10001
4001,49,4500
4001,15,8001
8001,39,10001
4001,13,6000
4001,21,10000
4001,41,8000
6001,94,8001
4001,32,6001
8001,116,10000
6001,135,8001
6000,76,6001
4001,50,6001
4001,65,6001
4001,36,6001
4001,40,6000
4001,75,4500
2001,4,4001
8001,24,10001
4001,77,6001
8001,94,10001
2001,21,4001
2001,35,4001
4001,7,6001
2001,56,3000
8001,17,10001
6001,30,8001
4001,58,4500
6001,16,10000
2001,112,4001
4001,54,6001
4001,88,4500
2001,59,4500
4001,19,8000
6001,71,8001
4001,34,6001
4001,33,4500
4001,92,4500
4001,17,6000
4001,70,4500
2001,62,4001
2001,11,4001
2001,27,4001
4001,48,4500
2001,15,4001
4001,8,8000
6001,11,8001
2001,15,4500
8001,58,10001
4001,24,4500
6001,78,8000
10001,156,15000
2001,317,15000
8001,22,10000
4001,8,4500
2001,63,4001
6001,87,10001
10001,101,15000
4001,137,6001
6001,92,8001
8001,107,10001
2001,50,4001
4001,135,6001
2001,11,4001
4001,120,6001
6001,56,8001
10001,117,15000
2001,28,4001
8001,116,10000
10001,50,15000
6001,208,10001
10001,83,15000
4001,73,6001
2001,111,4001
2001,14,4001
6001,34,8001
4001,53,8001
4001,26,6001
2001,24,6001
2001,26,4001
8001,78,15000
6001,75,8001
2001,52,4001
2001,30,4001
4001,34,10001
8001,59,10001
2001,4,4001
4001,9,6001
2001,2,6001
2001,14,4001
2001,61,3000
4001,11,6001
2001,11,4001
6001,123,10001
4001,23,6000
8001,57,10000
8001,64,10001
8001,28,10000
2001,68,4001
6001,56,8001
2001,8,4001
8001,35,10001
6001,20,8001
10001,16,15000
2001,4,4001
2001,22,4001
6001,35,8001
6001,45,8001
2001,10,3000
2001,15,3000
4001,53,4500
2001,6,4001
8001,54,10001
8001,73,10000
2001,42,3000
4001,110,6001
4001,39,6001
4001,28,10001
4001,35,6001
4001,85,6001
6001,5,8001
4001,20,6001
6001,37,8001
2001,62,6000
6001,31,8001
2001,37,3000
2001,30,4001
6001,31,10000
4001,43,6000
2001,56,4001
10001,74,15000
2001,61,4001
2001,8,2500
4001,37,4500
2001,60,4001
4001,39,10000
2001,13,4001
8001,21,10001
10001,194,15000
2001,18,4001
10001,113,15000
8001,40,10001
2001,54,4001
6001,72,8001
2001,9,4001
4001,18,6001
8001,61,10001
4001,40,6001
4001,25,6001
2001,20,4001
6001,28,8001
2001,77,3000
2001,14,4001
2001,34,4001
4001,45,6001
6001,193,8001
4001,98,6001
6001,60,8000
2001,8,3000
2001,4,4001
8001,56,15000
6001,18,8001
2001,4,4001
2001,56,6001
8001,99,10001
2001,14,4001
8001,31,10000
4001,15,6001
4001,37,8001
2001,74,4001
6001,25,8001
4001,38,8000
2001,6,4001
4001,42,6001
2001,40,6000
6001,19,8001
4001,25,6000
10001,74,15000
2001,76,4001
2001,127,4001
2001,81,4001
4001,118,6001
6001,26,10001
2001,25,3000
6001,126,8001
4001,29,6001
4001,66,6001
4001,14,7000
4001,13,6001
6001,25,8001
2001,7,4001
4001,99,6000
10001,58,15000
4001,15,8001
2001,21,4500
4001,30,4500
4001,22,6001
2001,9,4001
4001,52,6000
4001,27,6001
6001,37,8000
2001,31,8001
4001,36,6001
4001,22,8001
4001,57,6001
8001,61,10001
6001,36,8001
2001,2,4500
10001,136,15000
2001,8,3000
4001,2,4500
2001,38,4001
6001,36,8001
4001,27,6001
2001,85,6001
4001,39,6001
2001,13,4001
2001,39,4001
4001,19,4500
2001,29,4001
6001,111,10001
8001,41,10001
6001,62,8001
4001,125,6000
2001,18,4001
2001,12,4001
8001,396,10001
4001,10,6001
2001,59,4001
6001,47,8001
4001,23,6001
2001,8,4001
4001,8,6001
4001,36,6001
4001,55,6000
8001,44,10000
10001,54,15000
8001,114,10001
4001,30,6001
4001,13,6000
4001,67,6001
4001,22,8001
4001,29,6001
6001,98,8001
10001,136,15000
4001,79,6001
8001,96,10001
4001,43,8001
2001,24,4001
4001,47,6000
10001,61,15000
4001,29,4500
8001,62,10001
10001,37,15000
6001,48,10001
8001,50,10001
8001,56,10001
10001,97,15000
10001,147,15000
8001,114,15000
8001,63,10001
2001,5,6000
2001,16,4001
10001,123,15000
4001,23,4500
4001,25,6001
6001,88,10001
2001,15,6001
4001,56,6001
10001,105,15000
4001,29,6001
3000,32,5000
4001,45,6000
2001,53,4001
2001,66,4001
4001,108,6001
6001,19,8001
2001,27,6001
8001,40,10001
2001,4,4001
6001,28,8001
2001,86,4001
2001,30,4001
8001,36,10001
2001,17,3000
10001,167,15000
2001,49,4001
6001,20,8001
4001,95,6000
4001,34,10000
8001,126,10000
4001,48,6001
4001,13,8001
4000,36,4500
2001,19,4001
6001,28,8000
4001,21,6001
6001,52,8001
6001,13,8001
6001,17,8000
8001,13,10000
6001,33,10000
4001,61,6001
4001,44,4500
2001,13,6000
2001,96,4001
4001,22,4500
2001,43,4001
8001,57,10001
2001,28,4001
8001,86,10001
4001,44,8001
2001,39,4001
2001,37,4500
2001,68,8001
2001,38,4001
2001,6,4500
10001,91,15000
4001,43,6001
8001,56,10001
4001,93,6000
2001,27,3000
10001,107,15000
6001,54,8001
8001,43,10001
2001,9,3000
4001,87,6001
4001,69,6001
4001,44,6001
4001,13,6001
2001,79,4001
2001,27,4001
6001,26,8001
2001,78,3500
2001,27,3000
4001,79,6000
4001,16,4500
4001,97,4500
4001,53,6000
6001,139,8001
2001,45,4001
4001,34,8001
6001,325,8001
4001,27,8000
2001,12,4001
2001,3,4001
4001,58,8001
4001,30,6001
10001,132,15000
4001,2,4500
6001,33,8001
10001,59,15000
10001,99,15000
8001,57,10000
2001,3,4500
2001,5,4500
2001,24,3000
4001,25,4500
4001,13,8000
6001,21,8001
8001,21,10001
10001,107,15000
8001,36,10001
6001,283,8001
6001,24,15000
8001,22,10001
8001,65,10000
4001,20,6000
4001,59,6000
6001,22,10001
4001,56,4500
4001,14,6001
2001,89,4001
10001,190,15000
4001,92,6001
4001,12,6000
8001,26,10001
4001,12,6001
6001,61,10000
6001,41,8001
4001,28,6001
2001,9,4001
2001,6,4001
4001,61,4500
10001,74,15000
4001,76,6001
4001,45,6000
6001,16,10001
8001,50,10001
2001,29,3000
6001,27,8001
2001,18,4001
6001,19,8001
6001,44,8001
4001,23,6001
2001,125,8001
10001,86,15000
4001,28,6001
8001,87,10001
2001,11,4001
8001,54,10001
2001,33,4001
2001,30,4001
10001,76,15000
4001,59,6001
8001,132,10001
6001,51,8001
2001,53,4001
4001,64,6001
2001,19,4001
2001,102,4500
2001,44,4001
4001,88,6001
6001,76,8000
2001,3,4500
8001,92,10001
8001,104,15000
2001,66,4500
2001,4,4001
2001,1,4001
2001,5,4001
10001,19,15000
4001,9,8000
8001,32,10001
6001,49,8001
4001,61,6001
6001,41,10001
4001,41,6001
4001,41,6001
8001,78,10000
8001,40,10001
2001,45,4001
8001,99,10001
8001,69,10001
10001,46,15000
10001,53,15000
6001,41,8001
10001,150,15000
10001,49,15000
8001,68,10001
10001,75,15000
10001,51,15000
10001,72,15000
10001,66,15000
10001,27,15000
10001,116,15000
6001,47,8001
10001,49,15000
10001,85,15000
6001,72,15000
6001,102,10001
6001,34,8001
4001,71,10001
6001,32,8001
10001,77,15000
4001,71,6001
4001,82,6001
8001,10,15000
4001,77,6001
2001,109,4001
10001,95,15000
6001,51,8001
2001,57,4001
8001,90,10001
8001,73,10001
4001,25,6001
6001,82,8001
6001,33,8001
10001,42,15000
8001,48,10001
8001,72,10001
6001,36,8001
4001,22,6000
2001,8,4001
8001,33,10001
4001,50,4500
8001,172,10001
4001,34,4500
2001,6,4001
6001,235,8001
2001,102,4001
2001,24,4500
10001,56,15000
10001,67,15000
4001,72,6001
2001,388,4500
8001,28,10001
6001,90,8001
4001,11,6001
4001,21,8001
6001,40,8001
2001,55,6001
4001,30,6001
4001,41,4500
10001,113,15000
10001,52,15000
2001,68,4001
6001,29,10001
2001,2,3000
4001,38,6001
4001,89,6001
2001,109,4001
4001,99,6001
4001,48,6001
6001,55,10000
6001,60,10000
2001,17,4001
10001,133,15000
2001,7,4500
2001,3,4001
4001,27,6000
4001,89,4500
2001,9,6000
4001,84,8001
6001,79,8001
8001,47,10001
4001,5,4500
6001,67,10001
4001,34,8001
4001,89,8001
4001,41,6001
4001,48,6001
4001,20,6001
8001,53,10001
8001,31,10001
8001,115,10001
10001,51,15000
4001,19,4500
4001,51,6001
6001,98,15000
4001,48,6000
4001,97,6001
10001,181,15000
2001,32,4001
10001,157,15000
4001,43,6001
6001,64,10001
2001,70,3000
2001,24,4500
8001,23,10001
8001,18,10000
4001,14,4500
6001,27,10001
7000,55,8000
4001,63,6000
4001,31,6001
2001,13,6001
4001,58,6001
2001,37,4001
4001,23,6001
4001,84,8001
4001,128,6001
6001,25,8001
4001,22,6001
8001,39,10001
2001,128,4001
2001,14,4001
2001,4,4001
8001,115,10001
4001,71,8001
4001,10,6001
4001,34,6000
6001,92,10000
8001,55,10001
4001,83,6001
6001,147,10001
6001,35,8001
2001,70,4001
6001,27,8001
4001,12,6000
4001,71,4500
4001,19,8001
8001,111,10001
2001,26,4001
2001,61,4001
6001,50,8001
2001,127,6001
4001,22,6001
2001,5,4001
2001,59,4001
10001,79,15000
8001,39,10001
4001,22,10001
4001,43,6001
4001,32,4500
4001,59,6001
4001,47,6001
6001,93,8001
2001,178,4001
4001,53,6000
2001,18,4001
2001,91,4001
6001,47,8001
4001,28,6000
2001,15,3000
4001,58,6001
2001,150,4001
2001,24,4500
10001,37,15000
8001,49,10001
10001,38,15000
4001,10,4500
6001,62,10001
10001,20,15000
8001,51,10001
8001,25,10001
8001,120,10001
6001,39,10001
10001,73,15000
4001,38,6001
4001,10,6001
4001,19,8001
6001,14,8001
5000,124,15000
4001,31,4500
2001,38,4001
4001,20,4500
4001,14,4500
4001,43,8001
8001,115,10000
4001,42,6001
10001,49,15000
4001,13,8000
6001,114,8001
4001,32,4500
2001,24,4001
4001,120,6001
6001,30,10001
6001,93,8001
2001,28,4001
8001,24,10001
8001,47,15000
4001,215,6001
2001,82,6001
4001,62,6001
10001,148,15000
6001,141,8001
4001,54,6001
6001,56,8001
8001,26,10000
4001,24,6001
8001,94,15000
2001,19,4001
4001,61,6001
6001,73,8001
2001,17,4001
8001,32,10000
10001,22,15000
8001,50,10001
10001,132,15000
10001,77,15000
4001,142,8001
2001,28,4001
4001,150,6001
2001,93,4001
2001,14,4001
4001,13,6001
4001,19,4500
4001,70,6001
4001,158,10001
2001,88,6001
2001,67,4001
4001,15,6001
4001,37,6001
4001,58,4500
6001,46,8001
2001,132,3000
4001,28,4500
4001,18,4500
6001,34,8001
2001,44,4001
4001,18,6000
2001,52,4001
4001,76,6000
2001,30,4500
6001,79,8001
2001,31,4001
2001,7,3000
8001,49,10000
2001,3,4001
2001,253,4001
4001,51,4500
2001,39,4001
2001,115,4001
4001,19,6000
4001,44,6001
4001,50,6001
10001,42,15000
8001,29,10000
6001,2,8001
4001,111,6001
10001,44,15000
2001,3,6001
8001,160,10001
2001,41,4001
8001,180,10001
4001,13,4500
4001,34,6000
8001,37,10000
4001,34,8001
10001,36,15000
8001,58,10001
8001,56,10001
2001,5,4001
8001,25,10001
2001,13,4001
8001,60,10001
8001,62,10001
10001,73,15000
8001,100,10001
10001,86,15000
8001,57,10001
2001,24,4001
8001,51,10001
10001,87,15000
10001,135,15000
6001,168,10001
8001,52,10001
6001,51,8001
4001,30,6001
8001,31,10000
4001,20,6001
4001,37,6001
8001,74,10001
2001,8,3000
10001,52,15000
2001,4,4001
10001,89,15000
2001,11,4001
2001,132,4001
4001,10,6001
10001,133,15000
2001,6,4001
4001,18,6001
4001,42,8001
2001,3,4500
6001,13,8001
6001,87,8001
8001,27,15000
4001,23,8000
4001,43,6000
10001,164,15000
4001,178,6001
4001,27,6000
4001,26,6001
4001,27,6001
4001,20,4500
2001,65,4500
2001,5,4500
4001,7,6000
6001,60,8001
10001,52,15000
6001,64,8000
4001,27,6001
2001,16,4001
2001,9,8001
2001,20,6001
4001,23,4500
2001,5,4001
2001,15,6001
4001,14,10001
4001,5,4500
2001,22,4001
4001,64,6001
8001,170,10001
6001,114,8001
10001,92,15000
2001,106,4001
4001,36,6001
4001,90,6001
2001,13,4001
8001,22,10001
4001,45,8001
2001,18,4001
4001,51,6000
8001,40,15000
6001,22,10001
2001,6,3000
2001,31,3000
6001,227,10000
4001,36,6000
4001,42,6001
4001,84,6001
4001,17,4500
6001,179,8001
2001,122,4001
8001,107,10001
4001,23,6000
6001,39,10001
4001,16,6001
4001,95,4500
6001,26,8001
8000,77,10000
10001,87,15000
2001,29,4001
6001,76,7000
6001,247,8001
2001,342,4001
4001,65,6000
2001,3,4001
2001,48,3000
4001,54,4500
2001,6,4001
4001,63,6001
4001,29,6000
4001,35,6001
8001,29,10001
4001,14,6001
6001,123,8001
10001,139,15000
4001,48,6001
4001,42,8001
4001,43,6001
6001,49,10001
6001,65,8001
6001,60,8001
8001,95,10001
2001,81,4001
6001,37,8001
4001,6,4500
6001,74,8000
6001,77,8001
4001,29,6001
6001,27,10001
4001,43,6001
2001,162,4001
6001,26,8001
4001,15,4500
2001,6,4001
6001,45,10001
8001,12,10001
8001,109,10001
6001,52,8001
4001,160,6001
6001,69,10001
8001,183,10001
2001,3,4001
6001,106,10001
4001,30,10001
4001,12,4500
6001,75,8001
4001,3,4500
10001,105,15000
4001,68,6001
8001,61,10000
4001,26,6000
6001,58,8001
2001,12,4001
8001,21,10001
6001,34,8001
8001,29,10001
4001,122,4500
4001,31,6001
4001,44,16000
6001,62,8001
4001,35,6001
4001,25,4500
4001,43,6001
2001,17,10001
6001,21,10001
10001,88,15000
4001,65,6001
6001,55,8001
2001,64,4001
4001,18,4500
4001,13,6000
10001,138,15000
4001,31,6001
6001,84,8001
8001,87,10001
8001,74,10001
6001,36,8001
4001,111,6001
6001,108,8001
4001,121,6001
6001,86,8001
6001,48,8001
10001,98,15000
10001,72,15000
10001,46,15000
8001,33,10001
6001,52,8001
8001,53,10001
10001,44,15000
4001,23,8001
8001,180,10001
4001,23,8000
6001,46,8001
2001,40,6001
4001,38,6001
4001,11,8000
4001,11,6001
6001,55,15000
4001,71,8001
6001,71,8001
10001,57,15000
2001,64,4001
4001,14,4500
4001,47,8001
2001,21,4001
4001,31,6001
2001,36,4001
6001,134,8001
6001,61,10001
4001,14,6001
8001,24,10001
4001,94,8001
4001,39,6001
10001,83,15000
6001,65,8000
4001,27,6001
6001,26,8000
6001,29,10000
8001,18,10001
2001,31,4001
10001,48,15000
4001,28,6001
2001,15,4500
4001,51,6001
6001,37,10001
8001,85,15000
8001,12,10001
4001,21,4500
4001,11,6001
4001,73,4500
6001,55,8000
4001,49,6001
6001,50,10001
2001,2,3000
2001,48,4001
2001,11,4001
2001,26,3000
2001,25,4001
6001,82,15000
6001,35,10000
4001,6,6001
8001,98,10001
4001,29,6001
4001,67,6001
4001,29,4500
4001,5,4500
4001,29,6001
4001,67,6001
10001,75,15000
4001,14,4500
2001,23,4001
2001,23,4500
4001,13,6000
4001,2,6001
8001,58,10000
4001,75,6000
4001,121,6001
2001,48,4001
2001,64,4001
2001,26,4001
4001,52,4500
4001,73,15000
4001,50,6001
4001,37,6001
4001,116,6001
4001,24,6000
4001,24,6001
4001,12,6001
4001,46,6001
6001,14,10001
6001,50,8001
4001,41,6000
6001,24,10001
4001,21,4500
6001,98,10001
2001,2,4001
2001,24,8001
6001,124,8001
15000,110,16000
4600,31,5000
2001,48,4001
6001,115,8000
8001,6,15000
6001,17,8001
8001,31,10001
10001,99,15000
4001,19,6000
2001,5,4001
2001,19,4001
4001,19,6000
6001,14,10001
4001,12,4500
4001,62,6001
2001,136,4001
8001,102,10001
6001,40,8001
6001,60,8001
2001,54,4001
4001,13,4500
2001,4,4001
6001,22,8001
8001,41,10001
4001,45,6001
2001,44,4001
6001,22,10000
2001,43,4001
4001,57,4500
2001,38,4001
2001,171,4001
2001,58,4001
2001,148,4001
4001,78,6001
2001,112,4001
10001,71,15000
4001,68,6001
2001,189,3000
2001,58,4001
4001,119,6001
6001,50,8000
2001,12,6001
2001,26,4001
4001,57,4500
6001,49,8001
6001,80,8001
2001,28,4001
6001,43,8001
4001,31,6001
4001,43,6001
6001,34,8001
4001,16,8001
4001,71,6001
4001,67,6001
4001,152,10000
2001,24,4001
6001,54,8001
4001,4,4500
8001,109,10001
2001,15,4001
4001,44,6000
8001,39,10001
2001,9,6000
8001,50,10001
8001,35,10001
6001,42,10001
4001,76,6001
2001,12,4001
8001,87,10001
2001,54,4001
8001,39,15000
2001,83,4500
2001,108,3000
4001,45,4500
2001,18,3000
2001,12,3000
4001,52,4500
6001,33,8001
2001,16,4001
2001,204,3000
2001,44,4500
10001,103,15000
4001,9,4500
2001,19,3000
6001,57,8001
6001,92,10001
4001,85,10001
2001,8,3000
8001,135,15000
6001,67,10001
4001,25,6000
4001,72,4500
2001,7,4001
2001,84,4001
8001,66,10001
6001,326,8001
2001,46,4001
4001,29,6001
4001,50,6000
6001,62,8001
4001,39,6001
2001,84,4001
8001,86,10001
8001,51,10001
4001,35,6001
8001,73,10001
6001,50,8001
4001,95,6001
10001,95,15000
2001,98,4001
6001,87,10001
10001,84,15000
4001,39,8001
4001,66,8001
6001,81,8001
6001,31,10001
6001,73,8001
6001,47,8001
10001,86,15000
10001,85,15000
6001,83,8001
6001,102,8001
6001,67,8001
4001,40,10001
8001,55,10001
8001,72,10001
8001,48,10001
6001,68,8001
